[7.5174061e-11 1.2093131e-13 2.1911371e-13 4.0405399e-09 3.7953696e-15
 9.5393346e-12 3.6134931e-08 9.9973255e-01 1.6335410e-09 5.7846076e-12
 2.5794815e-04 3.1222167e-12 4.3077816e-13 5.4104146e-07 9.7480973e-12
 2.7985918e-09 1.8183287e-10 1.2127360e-06 1.6272279e-13 2.0995494e-09
 1.4333150e-07 2.7132513e-11 1.1451859e-06 4.2255756e-12 3.8090218e-13
 3.1562056e-06 4.6671337e-13 2.7523088e-06 1.9960085e-09 4.0830250e-09
 4.8974209e-07 1.0265018e-08 1.9224561e-12 2.3222521e-13 2.1158156e-12
 2.2489035e-09 2.2289361e-08 2.1050579e-10]
[6.4063736e-04 1.2433000e-12 6.0735461e-13 2.3950514e-07 2.5582145e-12
 8.8186758e-12 2.0263316e-03 7.7265622e-06 2.8744356e-08 1.8781755e-14
 1.7152462e-07 1.1906838e-08 1.0779124e-06 7.7382702e-01 2.3833798e-02
 6.9525704e-04 1.9583471e-17 9.2917520e-07 2.1361109e-12 2.2603185e-03
 1.9584285e-01 5.6193467e-11 7.0294950e-06 1.2259708e-08 6.5141864e-13
 2.8314011e-07 1.3768557e-07 2.3504703e-05 7.2354235e-04 1.5039552e-05
 9.5400467e-12 1.1725460e-06 2.5574769e-09 4.1206764e-15 1.8144274e-07
 1.7599353e-11 5.0874350e-11 9.2800095e-05]
 9.1032018e-07 2.0744652e-07 7.3488059e-07]
[2.67141126e-02 6.45141881e-06 3.19636101e-03 2.59413896e-03
 9.33151983e-04 5.16453564e-01 8.77202675e-03 7.72501664e-07
 6.08544548e-10 1.47784673e-10 9.75862169e-11 4.35876746e-06
 3.25098336e-01 3.90270498e-06 7.98600013e-05 3.06994673e-02
 6.83850088e-10 7.40422820e-07 1.45923113e-03 5.69437034e-05
 4.56373391e-06 1.84406396e-02 2.01693299e-04 1.29859690e-02
 5.18244224e-06 1.01448215e-07 4.68449928e-02 4.36299946e-03
 5.23839088e-04 8.29314104e-07 9.78858949e-09 7.79456059e-06
 1.05640673e-07 2.34485640e-07 5.00603288e-04 5.75472768e-07
 5.00200031e-06 4.13302696e-05]
[1.18111302e-06 3.69496149e-07 4.23449546e-06 1.26474624e-05
 9.74489570e-01 8.83030734e-05 2.09113659e-05 7.72386460e-11
 1.10471440e-13 4.92868123e-18 1.12396442e-12 6.71354201e-07
 1.05560725e-08 1.58116116e-08 6.88561443e-07 1.13136798e-06
 4.80444884e-09 3.96712551e-07 1.15899866e-06 1.37909956e-05
 9.79395384e-13 1.19894253e-07 1.10954250e-06 4.94396909e-06
 3.43042672e-07 1.38276252e-10 1.90095321e-07 2.70603607e-07
 9.17843312e-09 1.47042085e-08 2.62102695e-09 1.48624281e-07
 4.89954092e-03 6.51614554e-03 1.39061678e-02 3.37737511e-05
 7.07612955e-08 2.10436519e-06]
[2.00288719e-04 5.60119079e-05 1.04366154e-06 1.28147635e-03
 3.92429502e-04 1.63059283e-07 2.41307021e-07 6.33133723e-08
 3.11607806e-09 4.40218587e-16 2.44684095e-09 2.32597711e-04
 5.36422462e-09 7.21599008e-06 3.34201400e-06 2.37633668e-09
 2.42597957e-06 1.06685150e-06 2.37507479e-07 5.91860199e-03
 1.02279705e-08 1.14562532e-07 9.74272461e-06 3.72032628e-06
 6.55826398e-08 3.63912172e-08 1.86220973e-07 1.40971258e-06
 1.45371290e-04 2.32574865e-04 1.10839829e-02 1.59968440e-05
 5.93735371e-03 5.18480718e-01 6.15472381e-04 3.49129438e-01
 1.06179625e-01 6.69674409e-05]
[9.07241713e-08 1.51108310e-03 6.65729829e-07 2.80032418e-06
 7.89416663e-05 8.80799780e-05 5.61082925e-06 1.12615675e-02
 9.02134161e-06 4.04920222e-08 1.45730935e-03 1.75960995e-05
 8.72553252e-10 6.04254524e-07 1.07502456e-04 1.06925927e-05
 8.76580656e-01 4.25039529e-04 2.39610500e-08 3.48279369e-04
 5.01383556e-06 1.00490342e-05 8.97463451e-06 1.62503352e-06
 4.24706650e-06 6.76278432e-04 5.08234557e-08 1.46261761e-02
 9.28395093e-06 5.06245531e-02 5.46838965e-05 5.92663279e-03
 4.58053091e-06 3.85579979e-03 6.73760383e-07 3.15044597e-02
 7.75830820e-04 5.45430885e-06]
[7.41898641e-02 5.26277546e-08 5.81146742e-06 3.77757278e-05
 4.53904818e-07 6.34372846e-05 8.70062828e-01 1.24095895e-05
 2.68290847e-07 3.56126549e-07 5.84853806e-05 6.19485832e-08
 4.25550475e-04 1.22732287e-02 1.19741613e-04 1.71173553e-04
 3.97706001e-09 2.55533669e-05 6.47656329e-04 7.15549430e-03
 7.60269395e-05 4.19437401e-06 1.64560601e-02 2.69822706e-03
 1.70251906e-06 7.12782517e-03 1.08752138e-04 1.51046886e-04
 1.75672956e-03 1.38457006e-04 1.48153532e-07 1.76476280e-03
 1.85259516e-04 5.60037572e-09 2.74172344e-04 1.34474218e-08
 2.58937511e-08 4.00645146e-03]
[1.1626781e-03 3.8913079e-03 5.9376080e-06 5.4480886e-08 2.1646535e-03
 7.2776297e-06 9.7059399e-07 9.0533513e-07 1.7901428e-10 1.6544739e-15
 6.0602390e-10 9.3635688e-05 9.0048813e-09 5.9700034e-07 3.9444963e-06
 2.3341198e-09 8.1184880e-06 1.5714724e-08 2.5211209e-08 3.4882287e-05
 1.6853187e-04 5.6051499e-07 5.6076632e-04 2.7116564e-06 1.4565452e-06
 1.0926890e-07 1.0277759e-08 1.3405155e-05 7.1245190e-03 8.2802467e-02
 9.2938077e-04 7.5653912e-03 1.0297255e-04 4.0441132e-03 2.9087475e-01
 5.0542212e-01 9.3009993e-02 1.7058904e-06]
[1.0703569e-06 2.2942192e-14 2.7740447e-12 4.9876527e-11 2.4223961e-15
 3.9790030e-13 3.3309105e-05 3.1053144e-02 4.4160547e-06 2.5021425e-16
 2.0958083e-05 2.4564826e-11 1.5764293e-13 1.1754895e-01 1.1374686e-04
 1.0981476e-03 1.1771094e-16 1.2372506e-06 1.0122077e-15 4.6177752e-02
 8.0096966e-01 1.2534968e-13 8.8901015e-06 1.2680454e-09 1.2728821e-13
 1.9072152e-08 3.2136236e-12 7.4035910e-05 2.5843079e-03 2.7414178e-06
 4.9113543e-12 2.9982656e-04 5.2182732e-13 3.6415124e-16 1.1683142e-09
 2.3900184e-11 1.0084611e-12 7.7906716e-06]
[9.5318788e-11 7.3378033e-11 1.2798931e-10 1.2486292e-09 1.4660745e-08
 3.9289877e-13 1.5464706e-11 2.6343060e-11 8.7883738e-17 7.9695864e-24
 3.0058302e-13 9.9990773e-01 7.3506699e-09 5.2579187e-05 9.5111282e-06
 6.7736712e-15 7.9036482e-12 3.1998046e-10 8.5018555e-12 2.5151714e-05
 3.6009479e-07 1.5298649e-08 4.4261992e-06 1.1455859e-07 2.2416353e-09
 7.0892517e-14 1.3852900e-12 1.8065386e-08 4.4258062e-08 1.2399572e-09
 1.9518503e-13 4.6238142e-09 2.5311547e-08 3.6088767e-12 4.3456270e-09
 1.8478859e-10 2.5000631e-08 4.1757144e-09]
[5.81392712e-08 4.89021659e-01 1.23807040e-04 1.24474391e-04
 1.33078266e-03 3.44369191e-08 1.43294642e-03 6.33982893e-08
 1.05941001e-06 8.91427071e-11 6.68496440e-08 3.01375030e-06
 8.26295764e-06 1.06414021e-07 4.23952162e-09 1.26374280e-12
 9.98756832e-07 4.00472544e-07 4.93216969e-04 1.38828385e-04
 3.27520855e-02 6.85823352e-06 1.22423414e-02 3.28754233e-08
 4.06739535e-03 2.34717954e-05 5.72873341e-06 5.98259646e-07
 1.20670104e-03 4.52863693e-01 7.29848805e-04 1.14351213e-04
 2.79537332e-03 1.11109104e-04 1.15428202e-05 2.44378516e-05
 3.64589941e-04 1.26945099e-09]
[2.1027774e-03 4.2865795e-04 6.6598509e-06 1.0650529e-06 7.7555612e-02
 6.2833453e-05 3.9332191e-04 4.6937224e-05 1.2468431e-07 9.4470167e-13
 1.3193580e-06 3.5539348e-04 2.6494098e-07 1.1062701e-04 2.9877113e-04
 3.9161996e-06 5.1742354e-03 8.2487924e-05 8.1063750e-05 4.6074265e-03
 1.0463021e-06 2.2551320e-04 3.4481019e-03 1.0063961e-03 2.8410039e-05
 2.2996600e-04 7.8020497e-07 1.6980845e-04 2.3370452e-02 2.8525721e-02
 1.4374108e-04 2.3433546e-02 8.7524988e-02 3.9420947e-02 1.6442418e-02
 4.7326976e-01 1.9957902e-01 1.1865926e-02]
[2.8728321e-04 2.6911513e-07 5.5289507e-07 3.9708684e-06 6.8503226e-08
 1.0927004e-04 4.8818743e-05 2.6030815e-04 4.5492893e-08 3.6232746e-09
 3.3417651e-03 5.9798920e-05 4.2005136e-06 2.7048478e-03 4.0044160e-05
 4.6718886e-04 4.1603862e-08 2.3960813e-03 4.4068003e-08 6.3303736e-04
 9.9245401e-05 1.3768370e-07 2.8957739e-02 2.0184743e-05 4.7758108e-06
 6.7947492e-02 2.5342813e-06 8.0637717e-01 7.8156196e-02 3.9572005e-05
 4.2005936e-06 1.4263888e-04 1.0457227e-05 2.0979474e-08 7.8102141e-03
 2.9234328e-05 1.5517243e-06 3.8977192e-05]
[7.4990194e-19 1.4096305e-13 4.1827512e-15 4.8993121e-10 2.3038163e-17
 2.9362707e-16 4.7332955e-13 6.9653918e-12 1.0000000e+00 5.3386757e-20
 1.6647977e-13 1.5409902e-25 3.7155065e-23 1.3773847e-15 1.2809162e-19
 3.4823216e-16 1.0714640e-17 9.7404756e-13 1.4405233e-13 6.8112280e-13
 2.7824221e-10 1.7529091e-20 3.7213032e-18 7.6198941e-21 2.0261725e-18
 1.0551060e-17 1.4047260e-18 1.0917062e-15 1.8050874e-18 1.9268173e-13
 3.3589373e-14 7.4948214e-10 5.8710514e-17 1.5962071e-19 2.0170072e-14
 4.2452537e-21 1.7679832e-15 3.1002947e-21]
[1.4110321e-04 7.7258879e-03 1.0847970e-05 1.1802664e-03 2.4804755e-04
 2.8504309e-04 1.8854757e-03 5.3937087e-04 7.7530759e-04 3.3484866e-06
 6.5460795e-04 8.1151974e-08 1.3985992e-06 2.0032062e-06 2.7603038e-08
 8.6642461e-07 1.3500266e-04 7.7450197e-05 3.7725666e-05 1.5055787e-05
 2.0435722e-05 4.7052097e-07 2.5155875e-04 1.1297264e-07 1.6721684e-03
 1.2530360e-03 7.5884809e-06 2.7974387e-05 5.4078939e-04 7.7142776e-04
 9.4132167e-01 1.9940296e-02 1.1266269e-03 2.7201662e-03 1.1541687e-02
 2.7649030e-03 2.3175564e-03 2.5952081e-06]
[2.67534563e-08 3.81548376e-10 4.38077796e-10 3.34708865e-08
 1.65732919e-13 8.74949002e-09 1.10167991e-06 8.87022316e-01
 1.03379961e-03 5.85408333e-10 5.27543649e-02 9.86238660e-11
 2.76003907e-11 1.09246103e-05 2.31666021e-07 9.90758690e-06
 3.42896467e-09 1.24656281e-05 2.32095864e-13 3.72555852e-03
 1.90091468e-02 7.63159702e-10 2.00481531e-06 7.03788194e-10
 1.64379543e-09 2.53759772e-05 5.67287939e-10 7.90802005e-05
 4.38773986e-06 2.61001751e-05 1.04308125e-10 3.62799242e-02
 1.23477631e-10 4.67758394e-14 2.66266298e-09 1.34268652e-09
 1.42704060e-09 3.29127101e-06]
[4.2989281e-17 2.1393962e-14 2.5649665e-13 1.2544672e-07 2.7776118e-15
 5.3017168e-14 4.8886584e-08 4.2658172e-05 9.9995077e-01 4.2105754e-08
 6.0002417e-06 4.9313309e-21 5.9451307e-18 3.5830301e-12 4.4097958e-14
 2.2794854e-12 8.1323498e-12 4.2362561e-08 6.2532553e-14 9.0031552e-11
 6.0740398e-08 1.7035710e-15 1.6096201e-15 2.6420547e-17 2.0288158e-13
 1.4120101e-07 5.5873867e-17 2.0164829e-12 4.4744156e-14 9.6935493e-10
 1.8467452e-11 4.2293515e-09 5.4554451e-14 2.4043075e-16 3.6882582e-13
 4.2857452e-18 5.1282214e-14 1.1540885e-15]
[4.3152013e-01 1.1637671e-06 1.1658183e-05 5.5044290e-04 2.0230767e-04
 4.1666911e-03 1.2032982e-01 6.1291612e-05 1.3630265e-07 7.0086294e-06
 3.0335746e-06 6.4704345e-06 2.8649948e-03 6.6876714e-03 9.7034611e-03
 1.7024914e-02 2.5796177e-07 2.2843352e-03 1.8963974e-04 1.9984785e-03
 9.0203650e-07 4.5460420e-06 9.4380375e-05 2.0315668e-02 8.0031697e-07
 3.6562490e-03 4.9315934e-04 3.3743661e-05 1.1330091e-02 2.6821661e-05
 2.8055684e-08 1.3096273e-03 2.8846026e-04 1.3993028e-06 2.8489938e-02
 1.2399099e-06 5.8796328e-08 3.3633897e-01]
[1.4370329e-04 4.6024574e-08 4.7075600e-04 5.4087606e-04 6.1529549e-03
 1.4132900e-02 2.0312867e-03 8.2022090e-08 2.4082732e-12 3.3178369e-14
 1.2759930e-12 9.6045987e-05 1.3527455e-02 1.4998715e-06 8.9968825e-03
 1.3666806e-02 8.5456220e-10 9.3702051e-09 2.4192035e-02 3.4564061e-03
 3.5476845e-07 1.1295806e-01 6.9856159e-02 7.2794807e-01 2.5594620e-05
 4.7006328e-08 6.5351394e-04 1.2543543e-04 9.0702742e-05 2.7790181e-06
 4.6823423e-08 6.0955125e-07 3.9255621e-05 8.1645628e-04 1.0496270e-05
 2.2129458e-05 3.1007647e-05 9.5071109e-06]
[2.49682917e-19 1.39563021e-17 4.70332613e-17 2.91922320e-11
 4.21432334e-20 1.96849944e-17 1.26463329e-09 1.07677735e-07
 9.99999762e-01 2.61964360e-13 8.07728284e-08 2.59894051e-24
 6.08602717e-23 3.14413166e-12 2.37232567e-18 1.80435382e-14
 1.62230473e-16 6.21680103e-14 7.22648277e-15 3.60967567e-09
 2.03058512e-08 4.85158635e-18 1.77353283e-14 2.37558465e-19
 4.12491493e-15 1.85358564e-12 1.64446053e-17 1.24583205e-13
 1.33675021e-14 3.85555095e-11 6.48020916e-12 2.95541938e-08
 1.35484980e-17 4.52208732e-19 3.68131835e-17 4.98124352e-20
 1.13711886e-15 5.02091591e-16]
[1.74837222e-03 1.16086364e-01 4.73376684e-04 2.03434052e-03
 1.83613377e-03 3.42374233e-06 1.34408416e-03 4.61348938e-03
 2.19876847e-06 5.51781121e-10 1.03498260e-05 2.87407599e-02
 1.63760316e-02 2.23712457e-04 5.71772631e-04 9.87131102e-07
 4.14925069e-03 1.09942735e-03 8.18875662e-07 2.06601545e-01
 3.83293480e-01 2.82372385e-02 1.05725534e-01 9.07174253e-04
 1.09488994e-03 4.01806494e-04 1.72415443e-04 7.65673257e-03
 1.47200539e-03 4.77891341e-02 1.58149196e-04 3.04219779e-04
 3.82681307e-03 8.66513437e-05 2.05871603e-03 1.71188563e-02
 1.10962065e-02 2.68340181e-03]
[4.4352494e-04 3.6569169e-13 8.9708145e-13 1.7383058e-09 5.0012067e-13
 4.2905210e-10 1.7477621e-04 8.0346639e-11 1.7319037e-11 6.2626136e-13
 3.2299415e-12 5.6521665e-14 7.4875850e-08 8.5066567e-06 7.2693416e-07
 9.8691422e-01 5.2898172e-21 1.7663464e-06 3.3678886e-09 4.3836312e-06
 2.2633298e-08 1.7317583e-11 1.8783385e-07 5.8090409e-06 2.1699602e-13
 6.0773743e-08 4.6650611e-04 6.9887207e-08 1.1046570e-02 1.0798190e-08
 2.7513380e-14 4.2667203e-08 1.1486470e-10 2.3544697e-15 4.2256084e-07
 2.2335703e-13 7.8742851e-15 9.3231443e-04]
[2.57681729e-03 2.29404957e-08 1.84889135e-08 2.59759414e-09
 4.20087390e-03 8.82268239e-07 1.28883999e-04 5.98362115e-09
 8.20479882e-12 8.73501139e-16 2.28628627e-09 2.46732270e-06
 5.62568289e-07 5.07888535e-06 3.78201412e-06 3.55504657e-04
 6.06745161e-08 2.35226207e-06 6.90383528e-09 2.35559037e-05
 2.49513921e-09 5.41414579e-07 1.04055152e-05 1.89632840e-06
 1.37927980e-09 1.16138146e-07 4.14297489e-07 1.04476267e-05
 3.28925398e-06 3.27411144e-05 1.65875674e-10 7.05567982e-06
 9.60105608e-05 6.84189990e-06 7.43001141e-03 1.00494115e-04
 6.09501740e-06 9.84992743e-01]
[8.92024860e-02 4.60598159e-07 2.11010411e-04 6.64983454e-05
 1.13838523e-05 2.24978290e-03 2.37362966e-01 1.96401675e-06
 7.77221221e-09 3.11067900e-08 1.60932302e-07 5.11753973e-09
 7.43062352e-04 1.01304549e-05 5.58971842e-05 5.70595980e-01
 2.17439941e-10 9.10466770e-04 3.27302172e-04 2.46890704e-04
 1.91430487e-07 4.26896731e-05 1.24046381e-03 1.20211078e-03
 2.45759786e-08 2.31836239e-05 1.39301075e-02 6.55540440e-04
 1.00405444e-03 4.14426147e-04 4.51443949e-09 5.40972571e-04
 5.41435975e-06 1.30763124e-06 1.55551043e-05 3.55464245e-08
 1.16631945e-07 7.89273754e-02]
[4.5675772e-12 1.1404507e-15 9.9627236e-15 8.7440422e-15 2.2775300e-14
 6.9188171e-09 1.1804306e-12 8.1532098e-10 5.7320235e-11 5.8459652e-20
 1.5050375e-13 1.5556026e-16 5.5164112e-14 9.9574666e-14 2.1031967e-09
 9.9999952e-01 5.5281651e-18 7.0905629e-11 2.7122329e-14 3.3238601e-09
 8.2241375e-13 1.7719357e-11 5.4758660e-09 3.3696056e-11 1.9991428e-14
 1.3723591e-12 1.1597096e-12 5.3112302e-07 3.6823580e-09 6.8192361e-12
 3.2301532e-17 7.8121216e-12 1.0407869e-12 1.2852462e-13 1.2863457e-12
 2.8155897e-10 4.9679195e-13 7.0798495e-10]
[8.6075019e-08 2.3455152e-08 4.5203624e-06 1.5423689e-08 5.8614953e-11
 3.7493164e-12 4.6282963e-08 3.7220547e-05 2.4606684e-06 7.1787015e-17
 9.7469433e-07 6.0201610e-10 1.3262150e-10 1.9521196e-05 5.3255029e-11
 1.3544625e-11 3.6823129e-09 1.1839227e-06 1.9739655e-12 1.1988808e-02
 9.8656857e-01 9.4537575e-07 8.8872279e-05 1.6218689e-10 1.3688017e-10
 6.9286634e-09 1.2100434e-06 9.9898825e-05 1.0766264e-07 1.1378961e-05
 2.5075428e-10 1.1717383e-03 3.3530512e-10 1.9461124e-14 2.3399957e-07
 5.6240829e-10 9.7415288e-08 2.0298512e-06]
[2.74841883e-03 6.76870288e-04 1.02461618e-05 4.14119768e-06
 1.46724088e-02 4.15420982e-05 1.80568919e-03 7.68507656e-04
 3.51739033e-07 2.67288214e-09 1.05340980e-04 3.04471109e-06
 8.43094767e-06 2.90455646e-05 7.98932433e-07 3.47806636e-05
 3.28817358e-03 8.94483819e-04 1.95465656e-03 4.71124134e-04
 4.26307852e-05 8.89356434e-03 2.43696570e-01 1.00856996e-03
 5.34453393e-05 6.16974346e-02 1.39648595e-03 4.04600007e-03
 1.38520813e-02 3.51135463e-01 2.39450601e-03 1.22384345e-02
 1.25618968e-02 1.02226890e-03 1.46968532e-02 2.19115540e-01
 2.31234860e-02 1.50661776e-03]
[8.0868111e-11 4.1543583e-18 1.6143020e-18 6.2815386e-16 1.5596246e-17
 3.8743713e-18 6.3883655e-11 8.0534962e-12 2.7001402e-17 1.7060983e-24
 5.2880863e-11 4.7993744e-06 9.0603684e-16 9.9998426e-01 7.4667455e-06
 3.6217294e-13 9.6071651e-20 4.8906856e-09 6.5918217e-22 2.2417912e-06
 1.2499105e-07 3.2149942e-18 4.9625078e-11 2.1607202e-13 4.8487596e-16
 8.4394683e-14 1.3742187e-16 8.6202613e-07 2.4883812e-07 3.6668177e-10
 1.0655543e-15 3.3248160e-10 5.3911037e-13 2.1999232e-20 1.0142030e-10
 5.2789050e-15 4.6328319e-15 7.4859174e-10]
[4.34351710e-09 3.27590571e-18 4.94452216e-18 4.04962349e-16
 1.50733494e-15 1.12312190e-14 7.26195493e-11 2.42529207e-15
 4.13973529e-14 1.38027981e-27 1.70212091e-16 3.05052112e-19
 7.13441624e-17 6.81403848e-12 2.90796501e-11 1.00000000e+00
 1.03999231e-26 2.01864502e-12 3.34399602e-19 1.14765066e-10
 1.17073417e-11 6.65474951e-18 3.66955476e-14 2.03830697e-16
 9.02392151e-22 5.79718107e-19 3.40271499e-14 1.51568291e-09
 2.20401990e-08 1.89279568e-13 7.02635884e-23 1.57065236e-10
 9.38577522e-18 2.10982057e-19 4.61589100e-11 4.35692869e-15
 3.48782194e-18 3.66804542e-09]
[1.0950754e-07 1.3484510e-06 5.4579636e-11 5.6075073e-08 3.8221155e-11
 9.7919951e-08 8.5705571e-05 2.4693905e-04 1.8423417e-07 9.9236065e-01
 4.9517322e-03 3.1310541e-11 9.5197983e-10 9.2867850e-08 3.8642756e-09
 3.9853478e-11 9.1540187e-06 1.8912149e-07 2.2916089e-09 5.3705134e-09
 7.7691476e-07 1.2211812e-11 5.8348903e-08 2.0875250e-09 5.1557129e-07
 2.1326542e-03 7.1231237e-13 3.9345287e-09 2.5990116e-06 1.0440175e-06
 1.2234031e-07 2.0569739e-04 6.5750343e-09 8.7290860e-12 1.1715673e-07
 1.3793480e-10 6.6706259e-11 2.2783826e-08]
[4.4505930e-05 1.0139708e-07 2.5968557e-08 2.1041194e-06 5.4737637e-07
 2.5249130e-07 5.1448875e-05 4.8081393e-08 6.4363657e-13 1.3097402e-11
 7.8096519e-08 3.4953502e-01 1.6359777e-04 1.8114754e-03 6.4709699e-01
 1.0658328e-08 5.6167266e-09 1.1564625e-05 1.3120956e-07 2.7098093e-04
 5.2428294e-07 4.0033854e-07 1.1869923e-04 1.1320755e-04 1.0834396e-04
 2.1421599e-06 3.7569876e-08 1.1346560e-05 9.0259513e-05 1.5187351e-04
 7.4375337e-09 7.3933386e-08 3.1938220e-04 7.9689374e-07 6.4434178e-05
 4.6613106e-08 6.7997149e-07 2.8904025e-05]
[2.7682399e-03 1.3484686e-07 1.7003103e-05 8.9452946e-08 1.0161226e-03
 6.5864719e-02 3.2189768e-02 2.3333291e-07 5.2761077e-12 2.4543830e-14
 7.1833933e-10 5.6844137e-06 3.0772849e-03 1.5640922e-04 2.3558636e-03
 5.1441729e-01 1.2039205e-11 2.1272788e-06 2.8890887e-05 1.2178840e-04
 2.2157951e-06 1.8200405e-04 5.4475483e-02 4.7787810e-03 4.9900009e-06
 2.4804592e-07 2.1175018e-01 3.9549656e-02 1.1100297e-02 2.7038340e-04
 3.0750915e-08 3.5213661e-06 5.6298729e-04 6.8365425e-06 5.4202769e-02
 2.4174913e-06 1.3110416e-05 1.0725841e-03]
[8.2576163e-03 1.4245562e-05 2.2880659e-01 8.4605847e-07 2.5842918e-02
 3.4325127e-02 4.2233174e-03 3.7132699e-07 2.1695251e-10 1.2784829e-15
 2.5794835e-09 6.2635686e-06 1.7106024e-05 4.8228871e-06 2.5275701e-06
 4.1087796e-03 4.0391104e-08 3.1539236e-04 5.8658194e-04 9.3432923e-04
 3.5676706e-09 4.4517000e-03 6.0194954e-03 4.6955561e-03 5.0509693e-06
 1.4823152e-06 2.7298176e-01 3.9191949e-01 2.1476049e-03 3.1146134e-04
 1.3017133e-06 1.3451678e-04 9.2991293e-05 5.3320159e-03 2.4406661e-03
 4.4185907e-04 2.2918885e-04 1.3469059e-03]
[3.8805442e-06 4.6592388e-02 2.2014349e-08 9.1409383e-06 7.4409523e-05
 1.3739372e-10 2.4197759e-06 2.9696355e-06 2.0093077e-10 1.9197040e-16
 3.2891421e-09 4.2389565e-06 1.2931379e-08 1.5418929e-07 4.9720721e-09
 2.9984709e-14 7.4474410e-05 5.7198713e-06 3.4652612e-07 5.8462406e-06
 1.2909834e-05 4.2581169e-06 8.1809114e-05 3.0079188e-09 1.2972189e-08
 6.2226434e-08 1.3514643e-08 1.8692630e-07 5.1206630e-06 3.1871423e-02
 6.2993430e-03 2.2294964e-05 7.2346200e-05 5.1699975e-03 7.4051167e-07
 4.2251054e-02 8.6743033e-01 2.0943792e-06]
[1.8633062e-10 1.3684076e-05 7.9937107e-10 1.5121987e-06 1.1503437e-09
 2.9517537e-13 1.0165632e-05 1.3939931e-06 2.0126420e-12 1.3206366e-18
 1.7912937e-08 1.0247219e-03 4.2424141e-11 8.1921115e-07 4.9082777e-10
 2.1385594e-16 1.5958025e-04 2.6559673e-07 6.4171419e-09 3.6822344e-04
 3.0187283e-02 1.2045622e-06 1.9080486e-02 2.5015082e-08 1.2079248e-04
 8.2002720e-07 1.6151119e-10 6.6093344e-06 9.0374307e-08 3.0255701e-02
 9.1638625e-01 1.1557574e-05 1.4164686e-05 1.7892911e-06 2.2733494e-07
 8.9790432e-05 2.2627907e-03 1.1971610e-09]
[8.8041845e-11 2.1606347e-07 9.4466512e-10 4.0138563e-11 1.9493225e-10
 3.6202111e-11 2.1752085e-09 3.1263516e-11 1.5373114e-12 6.2554905e-17
 2.4148199e-12 3.1239353e-05 7.9328558e-08 9.6177732e-09 2.8040825e-09
 3.1550031e-15 1.6253505e-09 6.2850378e-11 1.7982828e-05 1.4460540e-05
 7.0337933e-06 1.9181618e-05 3.5805732e-04 1.6211795e-06 9.9734735e-01
 2.0598230e-09 1.3514190e-09 3.2645259e-10 1.1321570e-03 9.2186208e-04
 1.5278699e-06 1.9585243e-06 3.1112160e-07 1.3892877e-08 1.6254994e-09
 9.5535675e-08 1.4483112e-04 8.6616142e-13]
[5.15444670e-04 1.02823193e-04 1.61789117e-07 4.00533452e-07
 3.52181215e-03 6.28727150e-07 4.87809411e-05 1.94187759e-08
 5.35360437e-11 8.62261814e-13 1.83752580e-09 9.63869691e-03
 9.62722606e-06 4.42590608e-05 9.49927688e-01 8.59064571e-08
 6.14860085e-07 3.90554487e-06 1.06764628e-06 3.48584261e-04
 1.18248416e-07 3.56958772e-05 4.23759320e-06 1.18653162e-03
 3.49080233e-06 1.19116521e-07 7.89611647e-08 2.09691379e-07
 2.76618768e-02 1.74455356e-03 4.32182956e-09 1.46778357e-05
 4.13654931e-03 1.08946304e-04 6.40422921e-04 1.20703247e-04
 1.23239413e-04 5.39858993e-05]
[1.18350334e-08 9.98931825e-01 5.18816478e-07 9.84594772e-06
 3.23354925e-06 2.63978506e-10 2.43788345e-05 2.64473021e-09
 7.96308353e-09 1.58535407e-10 6.99215308e-09 1.18522869e-09
 4.73750497e-08 4.66525318e-10 1.21172933e-11 7.71710847e-14
 2.71290812e-08 8.53170695e-06 7.86462735e-08 7.21627202e-08
 1.92510379e-06 2.98313516e-08 1.24048975e-05 9.59287025e-11
 1.15011262e-05 6.41009194e-07 3.62317178e-06 1.53437640e-09
 1.48792060e-05 4.43532917e-04 1.37006109e-05 1.56357362e-06
 5.03400050e-04 1.29406990e-05 4.14313234e-07 3.79180065e-08
 6.83520454e-07 9.22215859e-10]
[3.3842209e-01 1.9155586e-07 4.3450600e-06 3.4068147e-05 5.7031789e-06
 3.2933091e-03 4.4580618e-01 5.4952329e-06 4.7474455e-09 1.9383678e-07
 1.9205669e-07 5.8285815e-07 8.3927140e-02 4.5777473e-05 9.5926669e-05
 8.2963996e-02 4.5185394e-10 5.7993064e-05 4.4841910e-04 2.8127904e-05
 4.1626240e-07 2.1018102e-05 5.2804095e-03 7.2196429e-04 1.7992993e-06
 6.2413528e-05 3.8821322e-03 4.5688023e-05 1.3928792e-02 8.9688307e-05
 4.6257972e-07 1.5945843e-04 9.1388545e-05 3.3273993e-06 5.6227489e-04
 1.3186086e-07 2.2751522e-06 2.0006673e-02]
[7.4523015e-08 3.2110854e-13 1.1146266e-08 3.8800934e-07 9.9641770e-09
 5.5241339e-06 1.6867832e-06 9.0725115e-11 7.4303035e-15 5.5768080e-17
 2.7517324e-12 3.9700867e-06 1.7004386e-05 7.2644052e-06 9.9962354e-01
 2.9331155e-04 3.6994964e-14 2.9014407e-08 3.7253232e-09 3.1618865e-06
 3.3927455e-10 1.2392668e-07 1.4127006e-09 1.9630895e-06 1.7217128e-10
